"src","dst","label"
86731,26781,FALSE
86731,10740,FALSE
86731,164,FALSE
86731,4381,FALSE
3921,26781,FALSE
3921,958,FALSE
3921,4381,FALSE
3921,164,FALSE
3921,10740,FALSE
124985,164,FALSE
124985,10740,FALSE
124985,958,FALSE
124985,8152,FALSE
124985,75716,FALSE
2183,75716,FALSE
2183,8152,FALSE
2183,26781,FALSE
2183,76964,FALSE
2183,4381,FALSE
150106,164,FALSE
150106,4510,FALSE
150106,8152,FALSE
150106,10740,FALSE
150106,76964,FALSE
84514,8152,FALSE
84514,958,FALSE
84514,10740,FALSE
84514,164,FALSE
84514,4510,FALSE
52723,10740,FALSE
52723,164,FALSE
52723,26781,FALSE
52723,75716,FALSE
52723,8152,FALSE
123234,75716,FALSE
123234,4381,FALSE
123234,26781,FALSE
123234,164,FALSE
123234,76964,FALSE
20417,26781,FALSE
20417,10740,FALSE
20417,4381,FALSE
20417,4510,FALSE
20417,958,FALSE
118313,4510,FALSE
118313,4381,FALSE
118313,26781,FALSE
118313,76964,FALSE
118313,10740,FALSE
16173,4381,FALSE
16173,164,FALSE
16173,75716,FALSE
16173,4510,FALSE
16173,958,FALSE
38633,26781,FALSE
38633,8152,FALSE
38633,4381,FALSE
38633,75716,FALSE
38633,4510,FALSE
89617,958,FALSE
89617,76964,FALSE
89617,10740,FALSE
89617,164,FALSE
89617,4381,FALSE
94815,958,FALSE
94815,164,FALSE
94815,10740,FALSE
94815,76964,FALSE
94815,75716,FALSE
92136,76964,FALSE
92136,8152,FALSE
92136,4381,FALSE
92136,4510,FALSE
92136,26781,FALSE
165355,75716,FALSE
165355,164,FALSE
165355,8152,FALSE
165355,4381,FALSE
165355,76964,FALSE
168067,10740,FALSE
168067,4510,FALSE
168067,76964,FALSE
168067,26781,FALSE
168067,75716,FALSE
63955,4510,FALSE
63955,958,FALSE
63955,76964,FALSE
63955,75716,FALSE
63955,10740,FALSE
114928,26781,FALSE
114928,8152,FALSE
114928,10740,FALSE
114928,164,FALSE
114928,958,FALSE
27050,10740,FALSE
27050,958,FALSE
27050,164,FALSE
27050,8152,FALSE
27050,26781,FALSE
94655,4510,FALSE
94655,164,FALSE
94655,75716,FALSE
94655,10740,FALSE
94655,4381,FALSE
165984,10740,FALSE
165984,8152,FALSE
165984,26781,FALSE
165984,4381,FALSE
165984,958,FALSE
86731,54903,FALSE
86731,4510,FALSE
2195,10740,FALSE
30286,8152,FALSE
30286,4381,FALSE
30286,75716,FALSE
30286,10740,FALSE
30286,54903,FALSE
8969,164,FALSE
8969,4381,FALSE
8969,76964,FALSE
8969,75716,FALSE
8969,4510,FALSE
4356,75716,FALSE
4356,26781,FALSE
4356,164,FALSE
4356,10740,FALSE
4356,4381,FALSE
55483,4381,FALSE
55483,4510,FALSE
55483,958,FALSE
55483,10740,FALSE
55483,75716,FALSE
26563,4510,FALSE
26563,958,FALSE
26563,164,FALSE
26563,76964,FALSE
26563,26781,FALSE
60642,164,FALSE
60642,4381,FALSE
60642,958,FALSE
60642,4510,FALSE
60642,76964,FALSE
104437,164,FALSE
104437,958,FALSE
34100,8152,FALSE
34100,164,FALSE
34100,75716,FALSE
34100,958,FALSE
34100,26781,FALSE
139926,10740,FALSE
139926,8152,FALSE
139926,4510,FALSE
139926,4381,FALSE
139926,26781,FALSE
92197,76964,FALSE
92197,75716,FALSE
92197,4510,FALSE
92197,10740,FALSE
92197,8152,FALSE
35738,75716,FALSE
35738,10740,FALSE
35738,76964,FALSE
35738,164,FALSE
35738,4381,FALSE
184949,8152,FALSE
184949,10740,FALSE
184949,4381,FALSE
184949,4510,FALSE
184949,164,FALSE
55483,26781,FALSE
55483,164,FALSE
109958,4510,FALSE
109958,75716,FALSE
109958,26781,FALSE
109958,4381,FALSE
109958,8152,FALSE
182078,4381,FALSE
182078,164,FALSE
182078,8152,FALSE
182078,4510,FALSE
182078,26781,FALSE
138948,75716,FALSE
138948,10740,FALSE
138948,4510,FALSE
138948,76964,FALSE
138948,164,FALSE
8610,26781,FALSE
8610,164,FALSE
8610,76964,FALSE
10913,958,FALSE
10913,164,FALSE
10913,26781,FALSE
10913,4510,FALSE
10913,8152,FALSE
76535,8152,FALSE
76535,4381,FALSE
76535,958,FALSE
76535,10740,FALSE
76535,75716,FALSE
45824,958,FALSE
45824,76964,FALSE
45824,54903,FALSE
45824,4510,FALSE
45824,164,FALSE
2256,76964,FALSE
2256,8152,FALSE
2256,164,FALSE
2256,958,FALSE
2256,10740,FALSE
126234,164,FALSE
126234,8152,FALSE
126234,4381,FALSE
126234,10740,FALSE
126234,26781,FALSE
139709,75716,FALSE
139709,76964,FALSE
139709,164,FALSE
139709,4510,FALSE
139709,4381,FALSE
65260,75716,FALSE
175377,10740,FALSE
175377,164,FALSE
175377,958,FALSE
175377,4510,FALSE
175377,8152,FALSE
92197,26781,FALSE
92197,958,FALSE
4895,4510,FALSE
4895,8152,FALSE
4895,164,FALSE
4895,54903,FALSE
4895,10740,FALSE
72657,4510,FALSE
72657,26781,FALSE
168127,8152,FALSE
168127,10740,FALSE
168127,164,FALSE
168127,958,FALSE
168127,76964,FALSE
83612,75716,FALSE
83612,4381,FALSE
52723,4381,FALSE
189881,164,FALSE
189881,10740,FALSE
189881,4381,FALSE
189881,76964,FALSE
189881,4510,FALSE
15282,26781,FALSE
15282,164,FALSE
15282,4381,FALSE
15282,76964,FALSE
15282,54903,FALSE
2257,76964,FALSE
2257,10740,FALSE
2257,75716,FALSE
2257,958,FALSE
2257,4510,FALSE
79579,26781,FALSE
79579,4510,FALSE
79579,76964,FALSE
79579,10740,FALSE
79579,958,FALSE
121446,8152,FALSE
121446,164,FALSE
121446,76964,FALSE
121446,958,FALSE
121446,75716,FALSE
62221,10740,FALSE
62221,75716,FALSE
62221,958,FALSE
62221,4381,FALSE
62221,164,FALSE
111030,26781,FALSE
111030,76964,FALSE
2249,75716,FALSE
2249,26781,FALSE
2249,8152,FALSE
2249,164,FALSE
2249,4510,FALSE
177212,4510,FALSE
177212,26781,FALSE
177212,958,FALSE
177212,76964,FALSE
177212,164,FALSE
3921,4510,FALSE
190965,10740,FALSE
190965,8152,FALSE
190965,75716,FALSE
190965,26781,FALSE
190965,164,FALSE
34236,4381,FALSE
34236,8152,FALSE
34236,958,FALSE
34236,164,FALSE
34236,26781,FALSE
46197,76964,FALSE
46197,164,FALSE
46197,8152,FALSE
46197,4510,FALSE
46197,26781,FALSE
98106,958,FALSE
98106,10740,FALSE
98106,75716,FALSE
98106,8152,FALSE
98106,4510,FALSE
966,10740,FALSE
966,164,FALSE
966,4381,FALSE
966,26781,FALSE
966,4510,FALSE
26329,10740,FALSE
26329,4510,FALSE
26329,164,FALSE
26329,958,FALSE
26329,75716,FALSE
60642,26781,FALSE
60642,10740,FALSE
3921,76964,FALSE
150880,958,FALSE
150880,75716,FALSE
150880,8152,FALSE
150880,4381,FALSE
150880,4510,FALSE
63610,958,FALSE
63610,26781,FALSE
63610,76964,FALSE
2183,10740,FALSE
2183,164,FALSE
114645,4381,FALSE
114645,164,FALSE
114645,75716,FALSE
114645,76964,FALSE
114645,8152,FALSE
107314,958,FALSE
107314,76964,FALSE
107314,26781,FALSE
107314,75716,FALSE
107314,4381,FALSE
112424,26781,FALSE
112424,4510,FALSE
112424,10740,FALSE
112424,8152,FALSE
112424,4381,FALSE
5869,164,FALSE
5869,4510,FALSE
5869,4381,FALSE
5869,10740,FALSE
5869,8152,FALSE
24985,4510,FALSE
24985,26781,FALSE
24985,958,FALSE
24985,8152,FALSE
24985,4381,FALSE
108216,4381,FALSE
108216,958,FALSE
108216,10740,FALSE
108216,76964,FALSE
108216,4510,FALSE
8969,10740,FALSE
106303,75716,FALSE
106303,26781,FALSE
106303,4381,FALSE
106303,958,FALSE
106303,164,FALSE
